Total mass (g),D10 (mm),D30 (mm),D50 (mm),D60 (mm),Cu,Cc,Gravel (%),Sand (%),Fines (%),USCS
729,0.15063948472258368,0.1709673693951436,0.227209300131351,0.2880731569111589,1.9123349860209085,0.6735732717144052,0.0,98.35390946502056,1.646090534979436,SP - Poorly graded Sand
